Gene ID	Gene Name	EBV-transformed lymphocyte	K-562 cell line	adrenal gland	amygdala	anterior cingulate cortex	aorta	atrium auricular region	blood	breast (mammary tissue)	caudate nucleus	cerebellar hemisphere	cerebellum	cerebral cortex	coronary artery	cortex of kidney	ectocervix	esophagogastric junction	esophagus mucosa	esophagus muscularis mucosa	fallopian tube	frontal cortex	heart left ventricle	hippocampal formation	hypothalamus	liver	lower leg skin	lung	minor salivary gland	nucleus accumbens	ovary	pancreas	pituitary gland	prostate gland	putamen	sigmoid colon	skeletal muscle tissue	spinal cord (cervical c-1)	spleen	stomach	subcutaneous adipose tissue	substantia nigra	suprapubic skin	terminal ileum of small intestine	testis	thyroid gland	tibial artery	tibial nerve	transformed fibroblast	transverse colon	urinary bladder	uterus	vagina	visceral (omentum) adipose tissue
ENSG00000166275	BORCS7	4	3	27	10	11	7	7	2	10	11	9	8	8	8	9	10	8	5	8	11	10	5	11	12	12	5	8	9	12	9	5	14	11	9	8	6	8	9	7	10	9	5	8	8	17	8	9	12	7	8	10	8	9
ENSG00000166278	C2			2			1	0.9		2	0.5	0.5	0.6	0.5	1	2	0.5	0.9	0.6	0.9	2				0.5	51	1	11	2	0.5	0.8			1		1		0.6	10	0.8	3	0.5	0.9	5	0.7	0.6		0.8	0.5	2	1	0.9	0.9	5
ENSG00000166289	PLEKHF1	5	4	1	2	1	6	7	3	7	1	0.9	1	2	5	2	8	8	6	6	7	1	6	1	2	4	3	4	8	1	4	1	0.7	8	1	3	15	2	7	2	6	3	3	5	2	3	5	10	7	2	8	9	7	5
ENSG00000166292	TMEM100			0.8	3	2	1	6		10	3		0.5	1	2		5	4	2	3	2	1	2	2	3	1	2	72	4	4	7	0.5	4	3	2	4	1	0.9	2	4	9	2	2	4	2	3	2	9	2	3	3	2	3	11
ENSG00000166295	ANAPC16	29	24	29	10	10	23	33	14	23	13	20	19	9	26	20	27	33	17	30	28	10	29	10	10	15	17	22	23	13	27	22	28	28	11	25	27	10	27	27	22	10	17	22	15	26	32	23	11	18	27	27	22	21
ENSG00000166311	SMPD1	4	4	22	9	10	19	18	8	12	9	17	19	13	16	30	13	14	10	13	12	10	17	10	11	24	20	21	17	9	12	10	26	18	10	13	11	12	15	14	12	11	18	17	12	21	11	16	30	15	13	14	14	13
ENSG00000166313	APBB1	0.5		10	36	48	16	14	3	10	28	83	80	67	14	10	19	20	4	21	17	53	14	41	39	1	6	10	7	30	19	4	39	13	27	20	8	44	8	6	8	39	5	11	9	11	15	17	5	7	14	23	11	8
ENSG00000166317	SYNPO2L	0.6						58							0.5				2				56					0.5	0.6								46		0.5						0.5									
ENSG00000166321	NUDT13	3	5	2	0.9	0.7	2	2	0.5	2	1	1	2	1	2	2	2	2	1	2	2	0.8	2	0.9	1	3	2	2	2	1	2	2	2	2	0.9	2	2	1	2	3	2	1	2	2	4	2	2	2	1	3	3	2	2	2
ENSG00000166323	C11orf65	0.5		0.5																													0.5												10									
ENSG00000166326	TRIM44	13	17	7	10	12	7	5	2	9	9	21	20	13	8	8	8	8	5	10	8	13	4	10	11	5	6	9	8	9	7	6	7	8	8	10	5	11	7	7	9	11	6	8	6	8	8	10	12	7	9	9	6	8
ENSG00000166329	CCDC182																																												24									
ENSG00000166333	ILK	4	3	4	1	1	13	4	3	5	1	2	2	2	11	3	6	12	3	12	7	1	3	1	2	1	2	5	4	1	5	3	2	6	1	18	2	1	4	4	4	2	2	4	2	3	13	5	5	5	9	13	6	4
ENSG00000166337	TAF10	8	8	11	7	6	8	7	12	9	7	6	7	6	9	8	9	9	7	8	9	6	6	7	7	7	7	10	8	7	8	8	11	14	7	11	5	7	15	10	8	7	7	10	22	10	8	9	9	9	9	11	8	7
ENSG00000166340	TPP1	27	46	80	31	28	31	21	42	27	37	18	19	27	30	30	27	27	19	28	29	28	18	25	30	21	21	49	31	40	26	12	38	24	31	30	9	32	88	24	31	30	21	41	13	29	25	27	53	30	32	39	24	38
ENSG00000166341	DCHS1			2	2	2	12	4		7	3	1	2	3	6	2	12	11	2	8	12	2	2	2	3	0.7	2	6	2	3	9	2	2	7	2	14	0.7	1	10	3	6	2	2	6	3	3	5	4	1	5	12	22	9	6
ENSG00000166342	NETO1	2			2	5					3			4								4		3	1					3					4				0.9			0.5												
ENSG00000166343	MSS51	2	2	2	1	1	2	2	1	3	1	6	6	2	2	1	3	2	1	2	3	2	2	1	1	1	2	2	2	1	2	1	3	3	0.9	2	18	1	4	2	2	1	2	3	2	2	2	3	2	2	2	3	2	2
ENSG00000166347	CYB5A	4	2	6	2	2	3	2	0.6	13	2	6	6	2	3	26	5	3	4	3	4	1	2	2	2	46	5	16	4	2	20	13	4	4	2	8	0.8	3	5	10	15	2	6	7	4	3	2	12	7	6	16	3	4	14
ENSG00000166348	USP54	1	3	2	12	7	3	5		5	13	7	7	9	3	2	6	9	6	8	7	8	4	12	13	0.5	8	7	10	10	5	4	5	9	11	7	34	23	1	7	3	18	7	4	6	22	4	12	1	8	6	4	7	2
ENSG00000166349	RAG1		1																																				0.7							0.5								
ENSG00000166352	C11orf74	0.7	7	7	7	8	5	10		5	5	4	4	8	5	5	5	6	3	6	6	8	9	6	7	3	2	4	4	5	6	4	11	4	4	8	6	6	3	5	5	7	2	2	25	17	5	5	6	4	6	6	4	5
ENSG00000166359	WDR88	0.9	1			0.6				0.6	0.6	0.8	1	0.6			0.5				0.6	0.5		0.5	0.6		0.5		0.5	0.7	0.5		1	0.7	0.5	0.5							0.5	0.5	9	0.8		0.7		0.5	0.7	0.6		
ENSG00000166377	ATP9B	2	1	2	1	2	2	1	1	2	1	2	3	2	2	1	3	2	2	2	3	2	0.8	2	1	1	3	2	2	2	3	1	2	3	1	2	1	2	2	2	2	1	2	2	5	3	2	3	2	2	3	3	3	2
ENSG00000166387	PPFIBP2	6		2	2	1	2	1	0.8	3	2	1	2	2	2	4	3	1	6	1	2	1	1	2	2	5	8	3	8	2	3	1	1	5	2	1	2	3	3	8	3	3	9	5	8	8	2	5	3	5	8	1	5	2
ENSG00000166391	MOGAT2																									20								0.7									0.6	21						22				
ENSG00000166394	CYB5R2	2	1		2	0.7	2	0.5		3	1		0.5	0.9	2	0.7	3		2		2	0.6		1	2		5	1	3	1	3			3	2	0.5	0.6	2	0.6	1	1	3	6	0.7	21	1	1	14	2	0.5	2	4	2	1
ENSG00000166396	SERPINB7																		0.5								55																39						3					
ENSG00000166398	KIAA0355	4	7	4	3	3	8	5	1	11	3	8	8	3	7	5	8	5	5	5	9	3	4	3	5	3	7	8	6	3	7	5	6	7	3	5	6	6	9	4	11	4	6	6	6	9	8	8	4	5	6	8	7	11
ENSG00000166401	SERPINB8	4		3	1	0.9	4	1	3	2	0.9	0.5	0.5	0.9	4	1	2	2	7	2	2	0.9	0.6	1	1	2	14	4	5	0.8	2	0.9	1	2	0.8	2	0.5	2	2	1	4	2	10	3	0.8	2	5	4	8	2	3	1	4	4
ENSG00000166402	TUB			4	13	19	4	7		6	10	15	16	16	4	6	18	6	2	6	12	17	4	14	17		3	3	4	12	14	2	32	8	8	6	1	7	1	2	4	13	3	2	6	10	4	6	2	2	7	16	10	5
ENSG00000166405	RIC3	0.9		5	4	6	2	3		3	5	12	13	7	2	3	3	5	2	5	4	6	2	4	5	0.7	4	1	5	5	7	4	16	9	4	3	1	3	3	3	0.6	4	4	3	4	10	1	2		1	5	5	2	0.8
ENSG00000166407	LMO1				0.7	0.8								0.6								0.6		0.5	1		2			0.5			0.9		0.5		1	0.5				0.8	3		2									
ENSG00000166411	IDH3A	9	4	6	4	6	4	11	0.7	3	5	6	5	4	4	3	5	4	3	5	4	6	10	4	5	2	3	3	3	5	3	1	3	4	4	6	7	4	2	2	4	4	3	5	4	3	5	3	3	6	5	4	4	4
ENSG00000166415	WDR72															17										7	0.8		2			0.7											0.6			13								
ENSG00000166426	CRABP1				6	4				2	23	3	3	3		2		0.5				4		2	18		2			20			2		16	2		5	35			13	2	2		42		2		1			0.7	
ENSG00000166428	PLD4	2			0.6						0.5	0.9	1											0.7	1					0.5								3	2			1			0.7									
ENSG00000166432	ZMAT1	2		6	6	4	6	3	0.5	8	6	4	5	5	7	5	5	6	1	5	8	4	2	5	6	3	2	5	6	7	13	5	30	7	4	5	1	6	7	4	5	5	2	5	5	23	7	19		2	5	6	3	4
ENSG00000166435	XRRA1	0.9	3	1	0.6	0.9	0.9	0.6		1	0.7	1	1	1	0.7	0.9	1	1	0.6	0.9	1	0.7	0.5	0.6	0.8	1	0.6	0.9	1	0.8	1	0.8	2	1	0.7	0.9	0.7	0.7	0.9	0.8	0.7	0.6		0.9	8	2	0.8	1	1	0.7	1	1	0.8	0.7
ENSG00000166436	TRIM66	5	3	4	1	2	3	1	1	4	2	4	5	2	3	2	3	3	3	2	3	2	0.8	1	2	3	5	3	3	3	2	4	8	3	2	3	1	1	4	3	3	1	4	4	14	5	3	4	2	3	3	3	3	2
ENSG00000166439	RNF169	3	3	1	0.8	0.9	2	1	1	2	0.8	2	2	0.9	2	0.9	3	2	3	2	2	0.8	0.8	0.7	0.8	0.7	2	3	2	0.8	2	1	1	2	0.6	2	1	0.9	1	1	2	0.8	2	2	1	2	2	2	3	1	2	3	3	2
ENSG00000166441	RPL27A	153	122	56	32	21	51	35	35	74	28	31	27	19	53	40	85	60	81	57	71	19	25	26	30	31	89	53	69	31	127	66	67	68	27	60	30	36	105	63	54	32	95	66	23	61	53	51	90	64	67	79	86	60
ENSG00000166444	ST5			11	2	2	5	4		6	2	3	4	2	3	3	9	14	7	12	19	2	3	2	2	2	3	5	8	2	14	3	4	8	2	15	1	1	10	8	4	2	3	4	10	5	8	6	5	6	10	27	9	2
ENSG00000166446	CDYL2	0.8		1	2	4	0.8	0.5	0.6	2	3	12	10	4	0.6	1	1		0.6		0.6	5		2	2	0.7	0.6	2	1	4		0.5	0.6	8	3	0.7		1	2	1	2	2	0.6	1	7	1	0.7	0.6	1	0.6	2	1	0.8	2
ENSG00000166448	TMEM130				30	70	11			0.5	36	22	21	66	21	0.8	0.9	0.5		0.5	0.5	70		41	61			1		51			62	0.5	28	2		3				18		0.6	22		6	1		0.5			2	
ENSG00000166450	PRTG																				0.6							0.6			0.6														1	4						1		
ENSG00000166451	CENPN	7	16	1	0.9	1	0.7	1		0.6	0.9	0.7	0.7	1	0.7	0.8	0.6	0.7	2	0.8	0.5	1	0.9	0.9	1	0.9	0.6	1	0.9	0.8		0.5	0.6	6	0.9	0.6	0.7	1	1	1	0.8	1	0.8	1	4	0.8	0.7	0.7	2	1	1	0.5	0.6	1
ENSG00000166452	AKIP1	8	13	13	6	7	9	6	2	6	7	7	7	7	8	6	9	10	7	9	8	7	6	6	7	3	4	7	6	7	8	3	8	7	6	8	5	6	12	5	6	7	4	6	10	8	7	8	10	6	7	9	7	5
ENSG00000166454	ATMIN	8	8	8	11	13	7	5	2	8	10	12	11	12	7	5	9	7	10	7	8	13	5	10	12	4	9	6	9	10	7	5	11	10	8	7	7	7	6	7	8	8	9	7	20	9	7	6	13	7	11	8	8	8
ENSG00000166455	C16orf46		1		1	1				0.7	1	1	1	1		0.7	0.5				0.7	1		1	2	0.6		0.5	0.6	1	0.6		2	1	1			1				1			6	3		0.7	0.5		0.7	0.5	0.5	0.5
ENSG00000166471	TMEM41B	6	27	6	6	7	5	5	3	7	6	9	9	6	4	6	7	4	9	4	6	7	4	6	8	10	9	14	10	6	6	6	7	9	5	5	2	7	7	8	6	7	10	9	7	11	4	8	8	9	5	5	7	5
ENSG00000166477	LEO1	17	16	7	5	6	5	4	2	6	6	10	9	6	4	5	6	4	10	4	5	7	3	5	6	7	9	6	10	6	4	3	7	6	5	5	3	4	7	5	4	5	10	7	8	6	3	6	13	8	7	6	8	5
ENSG00000166478	ZNF143	5	8	3	2	2	4	3	5	5	2	5	4	2	4	2	6	4	3	4	4	3	2	2	3	2	3	4	4	2	5	2	4	4	2	4	4	3	4	3	4	3	3	3	8	3	5	4	4	3	4	5	4	3
ENSG00000166479	TMX3	10	6	5	4	7	8	5	2	9	5	8	7	5	8	4	6	5	5	6	9	7	4	5	6	4	5	10	6	5	6	4	5	7	4	6	3	4	9	5	9	4	5	9	5	9	7	10	18	6	7	7	6	8
ENSG00000166482	MFAP4			15	2	2	490	103	0.7	128	3	1	1	1	374	17	165	136	65	109	116	1	20	2	3	8	71	231	43	3	124	12	36	100	3	115	7	3	22	59	95	3	54	93	19	52	273	65	79	70	133	166	98	112
ENSG00000166483	WEE1	6	14	1			4	6		5		0.8	1		5	1	3	4	4	4	5		3		0.6	2	8	2	7		3	1	2	3		5	1		2	4	2		13	3	6	3	4	2	4	3	8	6	4	2
ENSG00000166484	MAPK7	3	2	8	2	2	7	3	4	6	2	3	4	2	8	5	10	8	10	7	10	2	2	2	2	2	9	8	6	2	9	2	5	6	2	8	2	1	9	5	6	2	9	7	10	6	9	9	8	8	8	10	11	6
ENSG00000166501	PRKCB	31	64		9	44	0.8		19		38	10	8	40	0.6		0.7	1		1	2	43		14	4		1	3	0.5	30				2	37	4		5	16	1	0.7	4	1	7	3		1	0.7		2	3	0.8	0.8	1
ENSG00000166503	RP11-382A20.3	2	3	2	7	9	4	2	0.5	3	5	5	4	7	3	1	4	4	1	4	4	8	2	7	7		1	3	2	5	3	0.5	4	3	4	4	0.6	5	2	1	3	5	1	1	6	4	4	4	3	1	4	4	2	3
ENSG00000166507	NDST2	1	1	1	0.6	0.7	1	0.7	2	1	0.6	1	2	1	1	0.9	1	1	1	1	1	0.7		0.5	0.7	0.6	2	2	1	0.6	1	0.8	2	2	0.5	1			4	1	1	0.5	2	2	1	1	0.9	2	1	1	1	1	2	1
ENSG00000166508	MCM7	50	148	11	14	7	12	6	9	19	10	16	18	8	13	10	19	18	17	18	18	7	5	14	15	7	22	14	17	10	20	12	14	19	15	18	9	23	30	16	17	22	22	22	40	17	15	17	13	21	21	19	18	13
ENSG00000166509	CLEC3A																																																		0.8			
ENSG00000166510	CCDC68		0.7	1		1	0.5	2		1	0.5			1	2	0.9	2	1	0.6	1	2	1	2	0.6	0.6	2		6	1		6	0.7	2	2		1		0.5	2	3	2	0.7		8	4	2		1	0.6	6	1	1	1	2
ENSG00000166523	CLEC4E						0.9	0.5	63	0.9					1	0.7	0.6	0.6		0.5	2							7	0.5					0.7		0.9		0.6	17	0.6	2			0.8	0.6	3	0.7	2		0.7	0.8	0.7	0.5	3
ENSG00000166526	ZNF3	7	12	4	3	2	4	3	2	6	3	4	5	3	4	5	6	5	4	5	7	2	2	3	3	4	5	5	5	3	8	4	6	6	2	5	3	4	6	5	5	3	5	7	4	7	5	6	4	7	6	7	6	4
ENSG00000166527	CLEC4D								17																			2											3															
ENSG00000166529	ZSCAN21	3	4	3	2	2	3	2	0.7	3	2	3	4	2	3	3	4	3	2	4	4	2	1	2	2	2	2	2	3	2	4	2	3	4	2	4	2	2	3	3	3	2	2	3	6	4	3	3	3	2	3	4	3	3
ENSG00000166532	RIMKLB	2	4	4	7	6	16	4		12	9	13	13	5	13	5	13	8	3	7	13	6	3	6	6	0.6	4	8	5	8	11	2	7	7	7	9	3	5	6	3	12	5	5	6	15	11	16	13	3	3	6	14	8	10
ENSG00000166535	A2ML1				0.8						0.9			0.6					266			0.5		0.5			29		2	0.8			0.5		0.6								27		3			1			0.6		73	
ENSG00000166546	BEAN1				0.5	0.8	0.5					0.6	0.9	1							0.6	0.9		0.8	0.7																		0.5		1									
ENSG00000166548	TK2	0.6	2	9	5	5	6	4	3	8	5	4	5	5	6	7	6	4	3	4	6	5	2	5	5	5	4	6	4	6	7	4	8	6	5	4	2	5	6	4	10	5	3	4	13	7	5	9	8	3	5	6	4	8
ENSG00000166557	TMED3	3	3	2	0.9	1	3	2	1	2	0.8	2	2	1	3	2	2	1	6	1	2	1	0.8	1	2	0.5	6	2	6	0.9	2	6	7	4	0.8	2		1	2	5	1	1	5	2	3	4	2	2	5	2	2	2	5	1
ENSG00000166558	SLC38A8				0.8									0.6								0.5											0.6																					
ENSG00000166562	SEC11C	14	3	9	12	11	5	3	2	4	14	8	9	10	5	6	4	3	5	3	5	10	2	13	16	14	4	7	11	14	4	17	32	19	12	4	1	20	11	10	3	18	4	7	5	12	4	6	3	7	3	6	3	3
ENSG00000166569	CPLX4												0.6																																									
ENSG00000166573	GALR1																								0.6								1																					
ENSG00000166575	TMEM135	4	16	8	2	2	4	2	0.5	8	2	2	2	2	4	2	3	2	2	2	3	2	1	2	3	3	2	3	4	2	4	1	3	3	2	3	2	2	2	2	8	2	2	3	4	4	4	4	3	3	3	3	2	7
ENSG00000166578	IQCD	0.6		0.5	0.8	0.6		0.5		0.5	1		0.6	0.7		1	0.7		0.8		1	0.5		0.9	0.9		0.5	0.9	0.6	1	0.7		3		0.8			1				0.8			29	1		0.8				0.7		
ENSG00000166579	NDEL1	6	4	5	5	9	14	6	17	9	6	8	8	9	11	5	10	9	11	8	8	9	3	5	6	6	18	11	9	7	11	3	9	8	6	8	5	4	8	5	10	4	20	7	8	7	11	11	9	6	7	9	11	9
ENSG00000166582	CENPV	11	16	7	10	11	6	4	1	8	9	17	17	12	4	6	7	6	2	5	9	11	2	9	10	10	5	4	4	10	11	5	16	9	8	6	5	7	5	10	5	7	5	10	17	6	4	5	3	13	6	9	5	5
ENSG00000166589	CDH16															251			2																											19								
ENSG00000166592	RRAD	2		7	1	1	16	70		9	1	3	3	1	31	18	19	24	42	17	20	0.8	46	1	2	0.8	10	21	28	1	10	0.9	3	6	1	6	138	2	2	3	20	2	4	5	6	8	41	23	1	4	12	13	16	7
ENSG00000166595	FAM96B	47	47	50	38	37	36	38	18	30	40	42	39	33	38	60	33	38	53	36	36	32	43	41	43	32	23	38	37	39	41	17	54	39	40	35	56	42	43	30	27	44	26	36	48	41	32	42	41	37	28	37	35	28
ENSG00000166596	CFAP52				0.5	1					0.9			1							2	1		0.8	0.8			0.5		0.6			2												8									
ENSG00000166598	HSP90B1	190	352	137	50	60	169	106	30	109	61	46	36	42	155	73	105	52	64	57	115	58	57	53	71	175	51	146	120	69	122	99	128	113	60	87	21	70	151	86	93	69	58	90	79	321	109	94	149	98	74	98	80	122
ENSG00000166603	MC4R				0.6	1					1			0.8								0.7			2					0.6					0.8																			
ENSG00000166619	BLCAP	6	5	10	18	22	6	10	4	13	27	15	14	18	7	11	11	9	14	9	11	22	8	18	26	10	17	9	12	40	10	3	32	16	22	13	35	7	11	7	15	12	18	12	10	12	6	8	10	11	19	8	14	15
ENSG00000166634	SERPINB12																		0.9								20																20										2	
ENSG00000166664	CHRFAM7A																																												0.8	0.5								
ENSG00000166669	ATF7IP2	4	9	6	1	2	1	2	0.8	1	1	0.7	0.7	2	1	1	0.9	0.7	1	0.7	2	2	2	1	1	4	1	2	0.7	1	1	3	1	1	1	1		1	4	3	0.7	1	1	2	15	2	0.5	1		1	3	1	1	1
ENSG00000166676	TVP23A	2			2	3	0.6	0.8		0.6	2	2	2	3	0.5		0.9	0.5			1	2		2	2			0.7	0.5	2	3		2	2	2	0.5		0.9	1	0.5		2		0.9	1	0.7		1		0.5		0.8	0.6	0.6
ENSG00000166681	BEX3	3		173	180	243	84	80	6	56	178	137	125	189	66	88	77	64	28	51	82	224	50	201	272	21	28	58	39	204	219	28	216	86	163	49	3	106	56	35	29	148	29	20	97	147	45	66	111	33	58	82	56	43
ENSG00000166682	TMPRSS5				5	3	0.5	0.5		2	7	2	3	5	0.7		0.6	0.7		0.5	0.8	3		5	4		2	0.6	5	7	0.7		1	0.7	6	0.5	0.9	7	0.7	0.5	0.9	6	2	0.6	2	0.6	0.5	31			0.6	0.6	0.7	0.7
ENSG00000166685	COG1	6	7	10	7	12	9	6	3	10	9	16	17	12	8	7	11	10	6	10	11	11	7	8	7	4	9	8	9	11	12	8	17	11	7	11	7	5	8	9	10	5	8	10	10	10	9	10	6	10	10	12	9	7
ENSG00000166689	PLEKHA7	0.5			1	0.8	1	4		5	2		0.8	1	2	7	2	2	12	2	2	0.7	3	1	2	3	3	3	6	2	3	3	1	2	1	2		1	0.8	5	3	1	4	4	5	4	1	10		6	4	2	6	4
ENSG00000166704	ZNF606	2		2	1	1	1	1		2	2	3	3	1	1	1	2	2	1	2	3	1	1	1	2	0.9	2	2	2	2	3	1	3	3	1	2	0.7	1	2	1	1	1	2	2	3	4	1	2	1	1	2	2	2	1
ENSG00000166707	ZCCHC18				2	2	1				2	4	4	3	1		1	1		0.9	0.9	2		2	3					2	4		1	0.8	1	0.6		0.9	2			1		1	1		2	1			0.5	2	0.8	
ENSG00000166710	B2M	1602	184	470	129	92	378	267	1352	504	137	50	51	71	389	285	431	222	198	224	367	93	155	145	180	301	371	904	371	123	242	107	235	397	126	280	86	274	1232	277	604	198	363	716	56	439	341	387	356	553	275	356	351	543
ENSG00000166716	ZNF592	6	7	6	5	5	8	5	9	9	5	7	8	6	8	6	8	7	5	7	8	5	4	5	5	5	7	9	6	5	9	5	7	8	5	7	9	6	9	5	8	5	7	8	10	8	9	9	6	7	8	9	7	7
ENSG00000166734	CASC4	10	12	21	16	17	16	8	4	12	16	14	14	15	14	6	15	9	5	9	12	15	3	14	16	7	4	11	15	17	13	5	18	12	13	10	4	12	6	9	11	13	4	7	10	16	14	15	14	9	11	13	10	11
ENSG00000166736	HTR3A				0.6						1													0.6					0.7	0.7					0.7	0.7								0.6										
ENSG00000166741	NNMT		2	10		0.8	121	21	0.8	80	0.6	0.5	0.5	1	88	19	21	30	10	23	41	0.9	7	1	0.7	435	44	54	53		14	7	5	19		23	30	1	43	15	114	0.5	36	25	2	33	114	78	172	15	20	18	22	119
ENSG00000166743	ACSM1		0.8				0.5			0.5					0.5	0.5	1				2					0.5			0.5		4	0.7		2		0.5				1			0.5		4						0.9	2	1	
ENSG00000166747	AP1G1	13	12	11	6	7	7	5	6	10	6	12	11	7	7	9	8	7	11	6	8	7	4	6	6	7	11	10	9	6	7	6	8	9	5	7	7	5	10	9	9	5	11	10	14	11	7	10	9	9	8	7	8	7
ENSG00000166748	AGBL1																																				0.8																	
ENSG00000166750	SLFN5	10		5	0.8	0.7	3	2	2	6	0.7		0.5	0.8	3	1	5	4	3	4	5	0.7	2	1	1	0.7	2	8	6	0.7	2	1	0.9	4	0.7	3	6	2	6	3	7	1	2	4	0.6	3	3	5	12	2	7	4	4	5
ENSG00000166762	CATSPER2	1	0.9	1	2	2	1	0.7		2	2	12	15	3	1	1	2	1	1	0.9	2	2		1	2	0.7	1	1	2	2	2	1	6	2	2	1	0.5	2	2	1	1	2	2	2	9	3	0.9	2		2	1	2	2	0.8
ENSG00000166780	C16orf45		0.7	4	35	51	17	10	0.9	8	21	37	30	54	17	6	17	19	3	18	16	60	10	41	31	3	5	5	5	27	14	4	19	12	21	15	13	13	4	5	11	18	5	5	16	5	19	10	9	6	18	16	11	9
ENSG00000166783	KIAA0430	8	10	6	10	14	9	5	11	10	9	18	15	15	9	5	11	11	6	12	10	16	4	9	11	3	10	9	9	9	11	6	9	9	8	13	7	8	10	8	9	10	9	10	7	10	13	12	8	8	13	10	9	7
ENSG00000166788	SAAL1	7	12	2	2	2	3	2	1	4	2	4	4	2	2	2	4	3	2	3	3	2	2	2	2	1	3	3	3	2	4	2	3	3	2	3	1	2	4	3	3	2	3	3	6	3	2	4	4	3	3	4	3	2
ENSG00000166793	YPEL4			0.5	7	10	0.6		1	2	4	24	26	14	0.5		3	1		0.8	1	11		6	6		0.8	1	0.7	5	5		9	0.6	4	1		3	0.9		1	4	0.8	1	1	0.7		1		0.7	0.8	3	2	1
ENSG00000166794	PPIB	69	76	67	16	16	68	32	37	54	18	13	12	12	65	44	74	32	47	31	55	14	14	19	23	71	37	66	60	18	75	66	79	64	16	33	5	22	65	49	49	22	40	44	25	89	46	47	125	43	42	65	56	59
ENSG00000166796	LDHC																																												136									
ENSG00000166797	FAM96A	26	35	20	6	5	5	8	5	8	6	5	5	4	5	15	6	4	7	4	6	4	9	5	6	29	4	9	9	6	5	9	9	11	5	5	7	7	14	14	7	7	5	13	6	16	3	6	11	16	6	5	6	7
ENSG00000166800	LDHAL6A											0.8	0.8																																4									
ENSG00000166801	FAM111A	17	5	8	2	1	5	3	4	10	2	0.6	1	1	5	6	9	5	5	5	7	1	2	2	2	4	6	13	9	2	7	4	7	16	2	7	1	3	17	8	7	2	7	13	4	14	4	11	8	8	7	7	7	6
ENSG00000166803	KIAA0101	15	27						0.5										2							0.5		0.5	0.5					0.5					1	0.6			0.6	1	0.7	0.5			0.7	1			0.8	
ENSG00000166813	KIF7		1	2	1	0.9	6	2		4	1		0.6	1	4	1	5	6	1	6	5	1	1	1	1		2	1	2	1	6	0.5	3	5	1	3		0.5	2	0.9	4	0.8	1	2	2	3	3	3	6	2	5	6	3	3
ENSG00000166816	LDHD		0.6	11	7	8	3	15	0.5	6	7	3	5	8	3	25	3	4	6	3	4	7	30	6	8	46	2	3	3	7	15	8	11	5	6	3	15	6	1	16	6	8	3	3	2	8	3	8		25	3	3	3	10
ENSG00000166819	PLIN1			0.9	1	0.5	1	0.5		91	2			1	6	0.6	0.6	2		1	0.8	0.6	0.5	1	1	5	5		5	2	0.9	1		1	1	1	2	0.5	0.5	0.8	338	0.7	4	1	9	1		17		2	2	0.5	0.6	238
ENSG00000166821	PEX11A	2		5	3	3	3	2		8	4	2	2	3	2	3	3	6	2	5	5	3	2	3	3	6	2	2	3	4	5	3	3	6	3	3	3	2	2	4	10	2	2	4	4	4	2	3	3	7	5	3	3	8
ENSG00000166822	TMEM170A	7	5	4	4	3	2	2	2	3	4	4	5	3	3	3	4	3	3	2	4	3	2	4	5	3	2	4	3	5	4	2	5	4	4	3	0.8	4	5	3	3	4	2	5	6	5	1	4	3	6	3	4	3	4
ENSG00000166823	MESP1			1	3	2		0.5		2	1	2	2	2				0.5				2		2	2				1	2		0.6	1	3	1	0.6	1	0.7			2	1		0.5	2					1				2
ENSG00000166825	ANPEP		2	4	0.5	0.8	4	3	79	37	0.6			0.7	6	96	5	3	2	3	3	0.5	1	0.7	0.5	83	17	18	26	0.6		224	0.7	22	0.8	4	0.7	0.5	14	2	30	0.6	17	319	2	5	5	14	226	71	6	1	10	12
ENSG00000166828	SCNN1G									1		5	5			14			6								7	5	9			1	1	6						5			5			4				8	1		9	
ENSG00000166831	RBPMS2	3	1	3	1	2	3	121	0.6	5	1	0.6	0.8	1	23	11	12	81	5	78	16	2	77	1	1	4	3	4	1	1	6	0.9	2	16	1	95	2	1	3	14	10	1	2	4	6	9	73	7		22	62	32	8	12
ENSG00000166833	NAV2			0.8	2	3	18	2		7	3	5	6	3	8	3	4	8	3	8	3	3	3	2	3	4	4	5	3	3	1	3	3	5	2	11	0.7	3	0.6	2	4	2	3	2	0.6	8	11	6	10	3	3	4	5	2
ENSG00000166839	ANKDD1A	3		9	5	5	5	2	1	3	5	6	7	4	4	1	3	3	2	3	5	4	0.6	4	3	0.7	2	4	2	5	6	2	3	4	4	3	0.5	2	13	2	5	3	2	2	5	4	6	6	2	2	5	4	3	3
ENSG00000166840	GLYATL1															18										37								0.7																				
ENSG00000166845	C18orf54	2	3		0.6	0.5	0.5			0.8	0.5	0.8	0.8		0.6		1				0.6	0.5		0.7	0.7			0.8		0.5	0.6				0.5	0.6		1	0.7		0.7	1		0.5	6	0.6	0.5	2	2	0.6	0.5	1	0.7	0.6
ENSG00000166847	DCTN5	10	10	4	7	9	4	3	2	4	7	7	8	10	5	4	4	5	6	5	5	9	3	7	7	2	5	5	5	7	4	3	6	6	6	5	3	6	5	5	4	6	6	5	8	5	5	5	7	5	5	5	5	4
